Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
10/14/2021,"1,693","8,255",4.09,0,"1,310",81,4,45,563
10/13/2021,"1,614","6,580",3.49,0,"1,313",104,0,23,488
10/12/2021,"1,889","13,499",6.21,0,"1,256",102,8,74,806
10/11/2021,"1,686","7,977",4,0,"1,304",99,0,37,557
10/10/2021,"1,463","3,877",1.67,0,"1,358",59,6,17,290
10/9/2021,"1,796","7,104",3.09,0,"1,222",190,19,9,723
10/8/2021,"1,497","3,538",1.74,0,"1,333",96,0,11,316
10/7/2021,"1,998","8,901",3.93,0,"1,131",184,124,1,983
10/6/2021,"1,927","10,189",5.4,0,"1,192",188,9,51,841
10/5/2021,"1,828","10,603",5.85,0,"1,248",144,0,48,735
10/4/2021,"2,032","13,435",7.01,0,"1,187",168,13,72,968
10/3/2021,"1,935","5,334",2.31,0,"1,135",305,0,0,905
10/2/2021,"1,468","3,149",1.33,0,"1,318",122,0,0,322
10/1/2021,"1,460","2,586",1.14,0,"1,341",99,0,0,281
9/30/2021,"1,861","10,561",5.23,0,"1,217",173,20,30,778
9/29/2021,"2,362","18,318",10.12,0,"1,127",198,22,93,"1,346"
9/28/2021,"1,551","2,513",1.07,0,"1,316",124,0,0,364
9/27/2021,"1,876","10,561",5.66,0,"1,237",138,14,51,764
9/26/2021,"1,683","4,587",2,0,"1,261",150,29,0,563
9/25/2021,"1,685","4,357",1.82,0,"1,232",184,21,3,577
9/24/2021,"1,523","3,234",1.4,0,"1,292",148,0,0,380
9/23/2021,"1,692","5,066",2.31,0,"1,232",208,0,0,578
9/22/2021,"1,862","10,693",5.81,0,"1,242",125,5,68,737
9/21/2021,"1,516","4,912",2.82,0,"1,355",46,6,33,348
9/20/2021,"1,769","8,342",3.91,0,"1,247",170,11,12,656
9/19/2021,"1,729","5,176",2.57,0,"1,248",116,62,14,621
9/18/2021,"1,841","10,761",5.54,0,"1,239",156,11,34,741
9/17/2021,"2,090","11,870",5.3,0,"1,115",267,51,7,"1,085"
9/16/2021,"1,661","6,026",3.13,0,"1,295",108,4,33,487
9/15/2021,"2,141","10,400",4.68,0,"1,085",283,58,14,"1,143"
9/14/2021,"1,653","6,016",3.17,0,"1,309",95,4,32,456
9/13/2021,"1,961","11,389",6.3,0,"1,189",178,15,58,890
9/12/2021,"1,531","3,237",1.41,0,"1,293",147,0,0,399
9/11/2021,"1,603","3,046",1.3,0,"1,234",206,0,0,500
9/10/2021,"1,775","4,341",1.87,0,"1,194",246,0,0,685
9/9/2021,"1,933","8,361",4.21,0,"1,161",240,8,31,861
9/8/2021,"1,980","10,455",4.81,0,"1,159",244,10,27,879
9/7/2021,"1,724","6,438",3.57,0,"1,171",149,5,33,574
9/6/2021,"1,454","2,095",0.92,0,"1,316",124,0,0,307
9/5/2021,"1,778","6,194",2.71,0,"1,215",196,28,1,708
9/4/2021,"1,904","11,096",4.83,0,"1,200",191,46,3,834
9/3/2021,"1,517","2,789",1.22,0,"1,280",160,0,0,384
9/2/2021,"1,526","2,638",1.15,0,"1,133",149,0,0,375
9/1/2021,"1,614","6,095",3.17,0,"1,329",59,12,40,467
8/31/2021,"1,868","10,499",5.81,0,"1,160",162,6,50,780
8/30/2021,"1,796","10,997",5.85,0,"1,269",97,15,59,657
8/29/2021,"1,609","6,213",3.24,0,"1,295",109,6,30,473
8/28/2021,"1,796","6,323",2.76,0,"1,208",211,5,16,710
8/27/2021,"1,523","3,188",1.39,0,"1,295",145,0,0,387
8/26/2021,"1,505","3,179",1.39,0,"1,289",151,0,0,390
8/25/2021,"1,713","8,244",4.39,0,"1,284",98,11,47,580
8/24/2021,"1,727","7,034",3.64,0,"1,234",168,3,35,632
8/23/2021,"1,979","10,483",5.95,0,"1,202",209,9,20,740
8/22/2021,"1,763","4,727",2.07,0,"1,197",243,0,0,712
8/21/2021,"2,111","16,644",7.26,0,973,246,36,41,"1,122"
8/20/2021,"1,232",0,0,0,"1,440",0,0,0,0
8/19/2021,"1,232",0,0,0,"1,440",0,0,0,0
8/18/2021,"2,255","8,008",3.5,0,"1,061",318,46,15,"1,270"
8/17/2021,"1,781","4,163",1.82,0,"1,213",227,0,0,640
8/16/2021,"1,780","3,772",1.6,0,"1,178",262,0,0,685
8/15/2021,"1,440","1,878",0.71,0,"1,341",99,0,0,261
8/14/2021,"1,523","3,015",1.29,0,"1,209",120,7,0,366
8/13/2021,"1,531","2,327",1.02,0,"1,298",142,0,0,375
8/12/2021,"1,856","7,388",4.2,0,"1,195",205,18,22,758
8/11/2021,"1,901","8,645",4.43,0,"1,176",225,5,34,832
8/10/2021,"1,616","6,580",3.55,0,"1,326",54,20,40,460
8/9/2021,"1,528","2,084",0.91,0,"1,315",125,0,0,341
8/8/2021,"1,501","2,399",1.05,0,"1,116",120,0,0,350
8/7/2021,"1,470","2,425",1.06,0,"1,072",98,7,0,298
8/6/2021,"1,894","10,017",5.38,0,"1,244",115,23,58,732
8/5/2021,"1,592","2,999",1.27,0,"1,271",169,0,0,424
8/4/2021,"2,038","10,076",5.21,0,"1,164",202,9,65,955
8/3/2021,"1,772","5,545",2.42,0,"1,215",202,17,6,643
8/2/2021,"1,829","7,886",3.98,0,"1,233",129,41,37,716
8/1/2021,"1,624","3,181",1.39,0,"1,260",180,0,0,492
7/31/2021,"2,165","12,420",6.05,0,"1,114",254,24,48,"1,164"
7/30/2021,"1,569","6,054",3.23,0,"1,331",86,0,23,392
7/29/2021,"1,765","7,885",3.96,0,"1,251",160,9,20,635
7/28/2021,"1,558","3,196",1.4,0,"1,287",153,0,0,396
7/27/2021,"2,287","8,280",3.63,0,"1,050",320,40,30,"1,286"
7/26/2021,"1,635","3,561",1.56,0,"1,261",179,0,0,483
7/25/2021,"1,363",139,0.06,0,"1,388",52,0,0,154
7/24/2021,"1,242",0,0,0,"1,440",0,0,0,0
7/23/2021,"1,574","3,149",1.36,0,"1,289",151,0,0,415
7/22/2021,"1,814","8,065",4.44,0,"1,209",209,18,4,711
7/21/2021,"2,088","11,587",6.28,0,"1,178",214,1,47,958
7/20/2021,"1,761","6,085",2.93,0,"1,141",169,3,10,584
7/19/2021,"2,191","13,203",6.86,0,"1,123",219,26,72,"1,150"
7/18/2021,"1,659","6,812",3.51,0,"1,205",111,4,35,526
7/17/2021,"1,235",0,0,0,"1,440",0,0,0,0
7/16/2021,"1,650","3,042",1.33,0,"1,250",190,0,0,518
7/15/2021,"1,916","10,465",5.26,0,"1,204",178,22,36,843
7/14/2021,"1,723","4,366",1.91,0,"1,231",198,6,5,602
7/13/2021,"2,022","8,567",4.3,0,"1,177",202,15,46,925
7/12/2021,"1,767","6,984",3.79,0,"1,261",133,13,33,629
7/11/2021,"1,754","5,070",2.75,0,"1,245",140,34,21,662
7/10/2021,"1,798","7,706",3.66,0,"1,218",201,4,17,705
7/9/2021,"1,625","3,526",1.54,0,"1,223",157,0,0,469
7/8/2021,"1,465","1,882",0.82,0,"1,329",96,15,0,298
7/7/2021,"1,834","8,209",4.85,0,"1,213",178,16,33,737
7/6/2021,"1,463","2,026",0.89,0,"1,181",86,0,0,235
7/5/2021,"1,799","7,955",3.44,0,"1,251",147,4,38,690
7/4/2021,"1,396","1,126",0.49,0,"1,359",81,0,0,209
7/3/2021,"2,108","9,415",4.07,0,"1,061",367,12,0,"1,133"
7/2/2021,"1,870","5,344",2.32,0,"1,161",269,10,0,826
7/1/2021,"1,883","7,867",3.4,0,"1,155",277,8,0,834
6/30/2021,"1,755","3,819",1.67,0,"1,152",228,0,0,637
6/29/2021,"1,649","5,738",3.1,0,"1,238",94,8,31,459
6/28/2021,"1,866","9,357",4.63,0,"1,201",200,4,35,782
6/27/2021,"2,022","6,733",2.94,0,"1,147",243,41,9,998
6/26/2021,"2,060","9,468",4.06,0,"1,070",370,0,0,"1,077"
6/25/2021,"1,765","4,601",1.98,0,"1,192",241,7,0,683
6/24/2021,"1,869","7,745",3.91,0,"1,213",179,10,38,751
6/23/2021,"1,985","13,015",6.94,0,"1,214",178,1,47,886
6/22/2021,"1,889","8,738",3.78,0,"1,194",227,12,7,808
6/21/2021,"1,611","3,638",1.54,0,"1,250",190,0,0,487
6/20/2021,"1,473","2,026",0.89,0,"1,083",110,0,0,295
6/19/2021,"1,870","6,007",2.62,0,"1,165",275,0,0,803
6/18/2021,"1,658","5,861",3.2,0,"1,279",120,13,28,510
6/17/2021,"1,698","3,589",1.55,0,"1,126",176,0,0,514
6/16/2021,"1,501","2,363",1.03,0,"1,133",132,0,0,327
6/15/2021,"1,639","3,651",1.62,0,"1,247",193,0,0,508
6/14/2021,"1,869","8,563",4.28,0,"1,196",200,14,30,780
6/13/2021,"1,240",0,0,0,"1,440",0,0,0,0
6/12/2021,"1,237",0,0,0,"1,440",0,0,0,0
6/11/2021,"1,867","6,435",2.81,0,"1,186",231,23,0,820
6/10/2021,"2,176","7,632",3.33,0,"1,066",302,63,9,"1,225"
6/9/2021,"1,832","5,823",2.49,0,"1,182",258,0,0,752
6/8/2021,"1,619","3,775",1.65,0,"1,267",173,0,0,478
6/7/2021,"1,589","3,228",1.41,0,"1,262",178,0,0,451
6/6/2021,"1,780","7,508",3.25,0,"1,270",89,59,22,682
6/5/2021,"1,561","3,486",1.52,0,"1,292",141,7,0,446
6/4/2021,"2,441","7,325",3.2,0,963,397,79,1,"1,551"
6/3/2021,"1,508","2,251",0.98,0,"1,246",128,0,0,331
6/2/2021,"1,746","4,518",1.96,0,"1,175",265,0,0,689
6/1/2021,"1,667","4,080",1.87,0,"1,230",210,0,0,558
5/31/2021,"1,853","6,926",2.97,0,"1,183",248,8,1,797
5/30/2021,"2,076","11,531",4.99,0,"1,098",287,40,15,"1,102"
5/29/2021,"1,840","6,017",2.62,0,"1,145",295,0,0,819
5/28/2021,"1,780","5,151",2.25,0,"1,207",192,34,7,731
5/27/2021,"1,626","3,718",1.62,0,"1,256",184,0,0,507
5/26/2021,"1,541","2,419",1.06,0,"1,298",142,0,0,375
5/25/2021,"1,821","7,381",3.79,0,"1,201",199,5,35,739
5/24/2021,"1,650","4,090",1.8,0,"1,246",186,7,1,533
5/23/2021,"1,583","6,227",3.5,0,"1,240",93,3,34,443
5/22/2021,"1,743","5,091",2.18,0,"1,009",218,5,1,662
5/21/2021,"1,509","2,376",1.04,0,"1,302",138,0,0,335
5/20/2021,"1,598","2,871",1.25,0,"1,274",158,7,1,450
5/19/2021,"1,589","2,057",0.89,0,"1,306",134,0,0,361
5/18/2021,"1,897","7,847",4.18,0,"1,184",218,6,32,829
5/17/2021,"2,104","12,636",6.73,0,"1,141",220,8,71,"1,068"
5/16/2021,"1,236",0,0,0,"1,440",0,0,0,0
5/15/2021,"1,235",0,0,0,"1,440",0,0,0,0
5/14/2021,"1,582","3,102",1.36,0,"1,293",147,0,0,421
5/13/2021,"1,942","10,379",5.17,0,"1,207",174,21,38,844
5/12/2021,"1,560","2,760",1.21,0,"1,308",122,10,0,379
5/11/2021,"1,238",0,0,0,"1,440",0,0,0,0
5/10/2021,"1,796","8,170",4.07,0,"1,244",161,2,33,662
5/9/2021,"1,465","1,750",0.76,0,"1,174",95,0,0,268
5/8/2021,"1,235",0,0,0,"1,440",0,0,0,0
5/7/2021,"1,520","2,371",1.04,0,"1,320",110,7,3,344
5/6/2021,"1,852","7,485",3.53,0,"1,156",273,0,11,800
5/5/2021,"1,625","2,638",1.15,0,"1,246",194,0,0,499
5/4/2021,"1,932","10,384",5.65,0,"1,174",197,5,64,859
5/3/2021,"1,742","6,324",3.31,0,"1,259",145,1,35,588
5/2/2021,"1,527","2,783",1.22,0,"1,317",123,0,0,370
5/1/2021,"1,941","7,899",3.45,0,"1,170",215,43,12,887
4/30/2021,"1,608","3,122",1.36,0,"1,250",190,0,0,476
4/29/2021,"1,806","8,278",3.59,0,"1,211",208,17,4,723
4/28/2021,"1,900","10,261",5.45,0,"1,171",233,5,31,848
4/27/2021,"1,642","5,811",2.65,0,"1,271",169,0,0,507
4/26/2021,"1,485","3,393",1.75,0,"1,338",90,0,12,294
4/25/2021,"1,417","1,414",0.62,0,"1,345",95,0,0,238
4/24/2021,"1,628","4,433",1.94,0,"1,117",200,0,0,540
4/23/2021,"1,509","2,815",1.26,0,"1,336",104,0,0,287
4/22/2021,"1,926","10,887",5.55,0,"1,213",173,4,50,801
4/21/2021,"1,927","10,106",5.1,0,"1,211",187,4,38,796
4/20/2021,"1,620","2,631",1.15,0,"1,276",164,0,0,436
4/19/2021,"1,557","3,825",1.73,0,"1,297",143,0,0,397
4/18/2021,"1,368","1,443",0.63,0,"1,209",67,0,0,171
4/17/2021,"1,849","6,397",2.79,0,"1,164",276,0,0,803
4/16/2021,"1,702","5,308",2.35,0,"1,239",201,0,0,580
4/15/2021,"1,840","10,559",5.66,0,"1,230",154,8,48,743
4/14/2021,"1,492","3,250",1.55,0,"1,338",102,0,0,293
4/13/2021,"2,156","14,167",6.88,0,"1,174",207,2,57,"1,092"
4/12/2021,"1,559","2,455",1.07,0,"1,216",152,0,0,397
4/11/2021,"1,754","6,306",3.25,0,"1,241",147,16,36,662
4/10/2021,"1,727","5,795",2.53,0,"1,224",202,14,0,647
4/9/2021,"1,518","2,484",1.12,0,"1,316",124,0,0,339
4/8/2021,"1,561","3,417",1.64,0,"1,301",139,0,0,402
4/7/2021,"1,867","8,207",4.23,0,"1,175",226,10,29,800
4/6/2021,"2,093","13,118",7.17,0,"1,213",150,4,73,984
4/5/2021,"1,627","2,279",1,0,"1,287",153,0,0,427
4/4/2021,"1,565","5,078",2.81,0,"1,162",79,4,32,398
4/3/2021,"1,821","8,254",3.77,0,"1,187",241,1,11,774
4/2/2021,"1,647","3,226",1.45,0,"1,252",188,0,0,490
4/1/2021,"1,559","2,349",1.03,0,"1,277",163,0,0,397
3/31/2021,"1,504","2,561",1.12,0,"1,328",112,0,0,308
3/30/2021,"1,659","4,372",1.91,0,"1,237",203,0,0,548
3/29/2021,"1,736","4,459",1.95,0,"1,228",212,0,0,613
3/28/2021,"1,730","6,283",2.75,0,"1,279",137,13,11,495
3/27/2021,"1,780","8,330",3.53,0,"1,089",216,10,2,705
3/26/2021,"1,787","10,267",4.43,0,"1,187",125,23,32,677
3/25/2021,"1,816","8,962",3.92,0,"1,189",236,14,1,765
3/24/2021,"1,732","5,489",2.48,0,"1,265",166,7,2,573
3/23/2021,"1,462","1,553",0.68,0,"1,334",106,0,0,274
3/22/2021,"1,507","2,167",0.95,0,"1,248",129,0,0,328
3/21/2021,"1,543","3,926",1.72,0,"1,168",113,19,3,405
3/20/2021,"1,668","4,224",1.85,0,"1,089",199,0,0,568
3/19/2021,"1,578","2,406",1.05,0,"1,161",164,0,0,419
3/18/2021,"1,705","7,314",3.83,0,"1,147",112,10,40,557
3/17/2021,"1,568","2,932",1.28,0,"1,194",142,0,0,388
3/16/2021,"1,638","6,319",3.29,0,"1,199",116,4,35,495
3/15/2021,"1,471","1,930",0.84,0,"1,315",125,0,0,293
3/14/2021,"1,617","4,197",1.83,0,"1,269",171,0,0,498
3/13/2021,"2,045","6,533",2.85,0,"1,093",324,21,2,"1,048"
3/12/2021,"1,553","3,390",1.49,0,"1,312",128,0,0,363
3/11/2021,"1,604","3,696",1.6,0,"1,283",157,0,0,450
3/10/2021,"1,545","3,042",1.33,0,"1,273",167,0,0,422
3/9/2021,"1,457","2,860",1.34,0,"1,356",84,0,0,249
3/8/2021,"2,002","11,533",6.01,0,"1,176",216,10,38,929
3/7/2021,"1,583","5,524",2.99,0,"1,249",86,4,34,428
3/6/2021,"1,841","8,542",4.44,0,"1,213",191,1,35,763
3/5/2021,"1,471","2,083",0.91,0,"1,321",119,0,0,291
3/4/2021,"1,600","4,524",2.07,0,"1,249",191,0,0,499
3/3/2021,"1,779","9,294",4.95,0,"1,263",125,1,51,661
3/2/2021,"1,495","2,154",0.94,0,"1,307",133,0,0,323
3/1/2021,"1,586","4,148",2,0,"1,198",149,0,0,433
2/28/2021,"1,628","6,293",3.25,0,"1,301",101,3,35,485
2/27/2021,"1,770","4,182",1.83,0,"1,226",186,27,1,678
2/26/2021,"1,464","2,530",1.11,0,"1,333",107,0,0,287
2/25/2021,"1,712","4,687",2.06,0,"1,240",188,12,0,587
2/24/2021,"1,595","3,965",1.73,0,"1,290",150,0,0,424
2/23/2021,"1,842","8,317",4.26,0,"1,191",221,2,26,766
2/22/2021,"2,027","11,452",6.1,0,"1,225",153,4,58,933
2/21/2021,"1,543","3,738",1.59,0,"1,312",128,0,0,399
2/20/2021,"2,000","13,586",6.82,0,"1,142",192,7,38,943
2/19/2021,"1,584","4,193",1.9,0,"1,303",137,0,0,418
2/18/2021,"1,682","6,295",2.92,0,"1,282",158,0,0,525
2/17/2021,"1,602","3,726",1.68,0,"1,274",166,0,0,456
2/16/2021,"2,238","12,625",6.66,0,"1,147",206,30,57,"1,163"
2/15/2021,"1,477","2,927",1.37,0,"1,278",90,0,0,276
2/14/2021,"1,493","1,845",0.81,0,"1,198",125,0,0,346
2/13/2021,"1,598","4,161",1.83,0,"1,264",176,0,0,478
2/12/2021,"1,467","2,670",1.19,0,"1,338",102,0,0,280
2/11/2021,"1,542","3,651",1.63,0,"1,170",134,0,0,380
2/10/2021,"1,755","6,146",2.72,0,"1,216",214,6,4,656
2/9/2021,"1,670","4,638",2.07,0,"1,101",229,0,0,595
2/8/2021,"1,639","4,826",2.14,0,"1,258",172,10,0,516
2/7/2021,"1,612","3,484",1.52,0,"1,255",177,7,1,514
2/6/2021,"1,619","3,827",1.69,0,"1,250",190,0,0,523
2/5/2021,"1,925","13,917",7.33,0,"1,231",168,1,40,834
2/4/2021,"1,884","12,237",6.5,0,"1,224",166,3,47,793
2/3/2021,"2,173","11,741",6.28,0,"1,161",209,14,56,"1,115"
2/2/2021,"2,199","13,633",6.74,0,"1,166",196,15,63,"1,155"
2/1/2021,"1,597","2,889",1.27,0,"1,272",168,0,0,448
1/31/2021,"1,465","3,394",1.53,0,"1,180",99,0,0,300
1/30/2021,"1,658","4,169",1.82,0,"1,184",185,7,2,554
1/29/2021,"1,653","3,986",1.79,0,"1,244",188,5,3,539
1/28/2021,"1,666","4,249",1.85,0,"1,258",182,0,0,519
1/27/2021,"1,723","4,001",1.75,0,"1,238",202,0,0,573
1/26/2021,"1,999","10,765",4.98,0,"1,183",175,26,56,932
1/25/2021,"1,643","4,015",1.77,0,"1,247",193,0,0,518
1/24/2021,"1,378","1,338",0.58,0,"1,354",86,0,0,198
1/23/2021,"1,516","2,883",1.26,0,"1,237",130,0,0,363
1/22/2021,"1,640","3,960",1.73,0,"1,253",163,24,0,539
1/21/2021,"1,919","11,234",5.2,0,"1,249",138,0,53,814
1/20/2021,"1,644","5,750",2.65,0,"1,273",167,0,0,503
1/19/2021,"2,191","12,634",5.75,0,"1,114",269,1,56,"1,167"
1/18/2021,"1,731","7,517",3.62,0,"1,261",155,12,12,612
1/17/2021,"1,616","6,052",3.15,0,"1,221",107,6,31,483
1/16/2021,"1,554","3,023",1.32,0,"1,297",143,0,0,415
1/15/2021,"1,748","5,665",2.48,0,"1,159",281,0,0,712
1/14/2021,"1,477","2,597",1.2,0,"1,322",118,0,0,307
1/13/2021,"2,072","11,177",4.93,0,"1,164",224,2,50,"1,021"
1/12/2021,"1,715","4,600",2.01,0,"1,198",242,0,0,643
1/11/2021,"2,187","14,570",7.75,0,"1,169",175,12,84,"1,136"
1/10/2021,"1,555","5,703",3.05,0,"1,251",71,4,32,389
1/9/2021,"1,828","4,750",2.08,0,"1,191",241,8,0,775
1/8/2021,"1,429","1,564",0.68,0,"1,278",88,0,0,230
1/7/2021,"1,708","4,873",2.13,0,"1,246",160,33,1,590
1/6/2021,"1,548","3,392",1.48,0,"1,287",153,0,0,402
1/5/2021,"1,667","4,963",2.2,0,"1,227",213,0,0,571
1/4/2021,"1,983","13,715",7.39,0,"1,217",138,8,77,894
1/3/2021,"1,237",0,0,0,"1,440",0,0,0,0
1/2/2021,"1,669","5,191",2.35,0,"1,248",183,5,4,576
1/1/2021,"1,580","3,739",1.72,0,"1,292",148,0,0,438
